deal_id,file,country,state_level,fy,stage,version,origin,funding_source,scope_confidence,is_transfer,amount_total,currency,doc_locator,matched_to,warnings
cpv-2024-cv-plataforma-digital-e-inovacao,new/2023-12-31-cpv-2024-cv-plataforma-digital-e-inovacao.md,CPV,national,2024,appropriated>revised>actual,original,domestic-state,domestic-revenue,whole,false,568184541,CVE,Lei 35/X/2023 Mapa VII BO p.109; CGE 2024 Mapa VII pp.179-180,,external share 1260119344 CVE excluded by origin gate; no non-state record built (no financier named)
cpv-2024-modernizacao-estado-administracao-publica,new/2023-12-31-cpv-2024-modernizacao-estado-administracao-publica.md,CPV,national,2024,appropriated>revised>actual,original,domestic-state,domestic-revenue,partial,false,501082068,CVE,Lei 35/X/2023 Mapa VII BO p.109; CGE 2024 Mapa VII,,Casa do Cidadao earmarked lines nest here and are not recorded separately
cpv-2024-sistema-informacao-desenvolvimento-sustentavel,new/2023-12-31-cpv-2024-sistema-informacao-desenvolvimento-sustentavel.md,CPV,national,2024,appropriated>revised>actual,original,domestic-state,domestic-revenue,partial,false,253112171,CVE,Lei 35/X/2023 Mapa VII BO p.109; CGE 2024 Mapa VII,,domestic 96.2% executed vs 9.8% on the whole programme
cpv-2024-cnpd,new/2023-12-31-cpv-2024-cnpd.md,CPV,regulator,2024,appropriated,original,domestic-state,domestic-revenue,whole,false,35255451,CVE,Resolucao 135/X/2023 BO p.2816,,DPA appropriated inside the Assembly orcamento privativo; no outturn published
cpv-2024-sniac-pec,new/2023-09-29-cpv-2024-sniac-pec.md,CPV,national,2024,proposed,original,domestic-state,own-source,whole,false,141524912,CVE,"Anexo Informativo OE 2024, receitas consignadas item 9.1",,no appropriation stage held - the enacted BO does not reprint the table
cpv-2024-sniac-cni,new/2023-09-29-cpv-2024-sniac-cni.md,CPV,national,2024,proposed,original,domestic-state,own-source,whole,false,109383546,CVE,"Anexo Informativo OE 2024, receitas consignadas item 9.2",,no appropriation stage held
cpv-2024-sniac-tre,new/2023-09-29-cpv-2024-sniac-tre.md,CPV,national,2024,proposed,original,domestic-state,own-source,whole,false,22500000,CVE,"Anexo Informativo OE 2024, receitas consignadas item 9.3",,no appropriation stage held
cpv-2024-sniac-funcionamento,new/2023-09-29-cpv-2024-sniac-funcionamento.md,CPV,national,2024,proposed,original,domestic-state,own-source,whole,false,33108344,CVE,"Anexo Informativo OE 2024, receitas consignadas item 9.4",,no appropriation stage held
cpv-2024-fusi,new/2023-09-29-cpv-2024-fusi.md,CPV,levy-fund,2024,proposed,original,domestic-state,own-source,whole,true,122073633,CVE,"Anexo Informativo OE 2024, receitas consignadas item 10",,universal service fund; is_transfer true because the carrying vote is not named and it may nest in the digital platform programme
cpv-2024-nosi-protocolos,new/2024-01-01-cpv-2024-nosi-protocolos.md,CPV,soe,2024,appropriated,original,domestic-state,domestic-revenue,whole,true,333345000,CVE,NOSi PAO 2024 p.14 line Protocolos,,mCVE scale; is_transfer true - the same escudos sit in the buying ministries votes
cpv-2025-cv-plataforma-digital-e-inovacao,new/2024-12-30-cpv-2025-cv-plataforma-digital-e-inovacao.md,CPV,national,2025,appropriated>revised>actual,original,domestic-state,domestic-revenue,whole,false,597668565,CVE,Lei 45/X/2024 Mapa VII BO p.98; Mapas Conta Provisoria IV Trim 2025 Mapa VII row 16,,99.3 pct of the vote executed on the domestic share vs 37.9 pct on the organic vote
cpv-2025-modernizacao-estado-administracao-publica,new/2024-12-30-cpv-2025-modernizacao-estado-administracao-publica.md,CPV,national,2025,appropriated>revised>actual,original,domestic-state,domestic-revenue,partial,false,5434369323,CVE,Lei 45/X/2024 Mapa VII BO p.98; Q4 2025 XLSX Mapa VII row 40,,programme perimeter changed ninefold from FY2024 - the two years are not comparable
cpv-2025-sistema-informacao-desenvolvimento-sustentavel,new/2024-12-30-cpv-2025-sistema-informacao-desenvolvimento-sustentavel.md,CPV,national,2025,appropriated>revised>actual,original,domestic-state,domestic-revenue,partial,false,302771454,CVE,Lei 45/X/2024 Mapa VII BO p.98; Q4 2025 XLSX Mapa VII row 26,,
cpv-2025-cnpd,new/2024-12-30-cpv-2025-cnpd.md,CPV,regulator,2025,appropriated,original,domestic-state,domestic-revenue,whole,false,36313115,CVE,Resolucao 160/X/2024,,DPA up 3.0 pct in the year the digital vote fell 73 pct; no outturn published
cpv-2025-sniac-pec,new/2024-12-30-cpv-2025-sniac-pec.md,CPV,national,2025,appropriated,original,domestic-state,own-source,whole,false,141524912,CVE,"Lei 45/X/2024, receitas consignadas item 9.1",,the FY2025 enacted law prints the annex; the FY2024 one did not
cpv-2025-sniac-cni,new/2024-12-30-cpv-2025-sniac-cni.md,CPV,national,2025,appropriated,original,domestic-state,own-source,whole,false,109383546,CVE,"Lei 45/X/2024, receitas consignadas item 9.2",,
cpv-2025-sniac-tre,new/2024-12-30-cpv-2025-sniac-tre.md,CPV,national,2025,appropriated,original,domestic-state,own-source,whole,false,22500000,CVE,"Lei 45/X/2024, receitas consignadas item 9.3",,
cpv-2025-sniac-funcionamento,new/2024-12-30-cpv-2025-sniac-funcionamento.md,CPV,national,2025,appropriated,original,domestic-state,own-source,whole,false,33108344,CVE,"Lei 45/X/2024, receitas consignadas item 9.4",,
cpv-2025-fusi,new/2024-12-30-cpv-2025-fusi.md,CPV,levy-fund,2025,appropriated,original,domestic-state,own-source,whole,true,122073633,CVE,"Lei 45/X/2024, receitas consignadas item 10",,universal service fund; unchanged to the escudo across three years
cpv-2025-nosi-protocolos,new/2025-01-01-cpv-2025-nosi-protocolos.md,CPV,soe,2025,appropriated,original,domestic-state,domestic-revenue,whole,true,333345000,CVE,NOSi PAO 2025 p.17 line Protocolos,,mCVE scale; NOSi forecast revenue is now 4x the digital vote
cpv-2026-cv-plataforma-digital-e-inovacao,new/2025-12-31-cpv-2026-cv-plataforma-digital-e-inovacao.md,CPV,national,2026,appropriated>revised,original,domestic-state,domestic-revenue,whole,false,476994724,CVE,Lei 69/X/2025 Mapa VII PDF p.250; Mapas Conta Provisoria I Trim 2026 Mapa VII row 16,,actual_total left blank - only a Q1 observation exists
cpv-2026-modernizacao-estado-administracao-publica,new/2025-12-31-cpv-2026-modernizacao-estado-administracao-publica.md,CPV,national,2026,appropriated>revised,original,domestic-state,domestic-revenue,partial,false,976042125,CVE,Lei 69/X/2025 Mapa VII PDF p.250; Q1 2026 XLSX Mapa VII row 40,,programme perimeter changed in all three years - not a series
cpv-2026-sistema-informacao-desenvolvimento-sustentavel,new/2025-12-31-cpv-2026-sistema-informacao-desenvolvimento-sustentavel.md,CPV,national,2026,appropriated>revised,original,domestic-state,domestic-revenue,partial,false,290706686,CVE,Lei 69/X/2025 Mapa VII PDF p.250; Q1 2026 XLSX Mapa VII row 26,,
cpv-2026-sniac-pec,new/2025-12-31-cpv-2026-sniac-pec.md,CPV,national,2026,appropriated,original,domestic-state,own-source,whole,false,141524912,CVE,Lei 69/X/2025 BO p.137 seccao 4 item 9.1,,
cpv-2026-sniac-cni,new/2025-12-31-cpv-2026-sniac-cni.md,CPV,national,2026,appropriated,original,domestic-state,own-source,whole,false,109383546,CVE,Lei 69/X/2025 BO p.137 seccao 4 item 9.2,,
cpv-2026-sniac-tre,new/2025-12-31-cpv-2026-sniac-tre.md,CPV,national,2026,appropriated,original,domestic-state,own-source,whole,false,22500000,CVE,Lei 69/X/2025 BO p.137 seccao 4 item 9.3,,
cpv-2026-sniac-imij,new/2025-12-31-cpv-2026-sniac-imij.md,CPV,national,2026,appropriated,original,domestic-state,own-source,whole,false,33108344,CVE,Lei 69/X/2025 BO p.137 seccao 4 item 9.4,,sub-line relabelled from Funcionamento do SNIAC to Instituto Modernizacao e Inovacao da Justica
cpv-2026-fusi,new/2025-12-31-cpv-2026-fusi.md,CPV,levy-fund,2026,appropriated,original,domestic-state,own-source,whole,true,122073633,CVE,Lei 69/X/2025 BO p.137 seccao 4 item 10,,unchanged across three years
cpv-2026-ciber-seguranca,new/2025-12-31-cpv-2026-ciber-seguranca.md,CPV,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,20000000,CVE,Lei 69/X/2025 narrativa BO p.126,,first cybersecurity budget unit in the CPV budget; amount is the law's own rounding to millions
cpv-2026-nosi-protocolos,new/2026-01-01-cpv-2026-nosi-protocolos.md,CPV,soe,2026,appropriated,original,domestic-state,domestic-revenue,whole,true,333345000,CVE,NOSi PAO 2026 section 7.1 line Protocolos,,mCVE scale; NOSi forecast is 6.3x the digital vote
zaf-2026-vote-30-p2-international,new/2026-02-25-zaf-2026-vote-30-p2-international.md,ZAF,national,2026,appropriated,original,domestic-state,unstated,whole,false,74500000,ZAR,ENE 2026 Vote 30 Table 30.8,replaces zaf-2026-vote-30-p2-ict-transformation,subprogramme regrain; series joined on function across the 2026 vote restructure
zaf-2026-vote-30-p2-soe-governance,new/2026-02-25-zaf-2026-vote-30-p2-soe-governance.md,ZAF,national,2026,appropriated,original,domestic-state,unstated,partial,false,13900000,ZAR,ENE 2026 Vote 30 Table 30.8,,SOE portfolio mixes broadcasting and postal with digital
zaf-2026-vote-30-p2-sector-transformation,new/2026-02-25-zaf-2026-vote-30-p2-sector-transformation.md,ZAF,national,2026,appropriated,original,domestic-state,unstated,whole,false,16100000,ZAR,ENE 2026 Vote 30 Table 30.8,,
zaf-2026-vote-30-p3-content-online-safety,new/2026-02-25-zaf-2026-vote-30-p3-content-online-safety.md,ZAF,national,2026,appropriated,original,domestic-state,unstated,partial,false,126800000,ZAR,ENE 2026 Vote 30 Table 30.10,replaces zaf-2026-vote-30-media-content,regrain removes R249.2m SABC public broadcasting from the digital total
zaf-2026-vote-30-p3-audiovisual-digital-media,new/2026-02-25-zaf-2026-vote-30-p3-audiovisual-digital-media.md,ZAF,national,2026,appropriated,original,domestic-state,unstated,partial,false,16600000,ZAR,ENE 2026 Vote 30 Table 30.10,,
zaf-2026-vote-30-p4-regulatory-compliance,new/2026-02-25-zaf-2026-vote-30-p4-regulatory-compliance.md,ZAF,national,2026,appropriated,original,domestic-state,unstated,partial,false,514300000,ZAR,ENE 2026 Vote 30 Table 30.12,replaces zaf-2026-vote-30-digital-comm-access,ICASA multi-purpose regulator; envelope not carve-out
zaf-2026-vote-30-p4-digital-postal-access,new/2026-02-25-zaf-2026-vote-30-p4-digital-postal-access.md,ZAF,national,2026,appropriated,original,domestic-state,unstated,partial,false,767200000,ZAR,ENE 2026 Vote 30 Table 30.12,,R595.5m of it is the postal USO subsidy; USAF broadcasting-digital-migration window nil
zaf-2026-vote-30-p4-digital-enterprise-smme,new/2026-02-25-zaf-2026-vote-30-p4-digital-enterprise-smme.md,ZAF,national,2026,appropriated,original,domestic-state,unstated,whole,false,11600000,ZAR,ENE 2026 Vote 30 Table 30.12,,
zaf-2026-vote-30-digital-society-economy,raw/2026/2026-02-25-zaf-2026-vote-30-digital-society-economy.md,ZAF,national,2026,appropriated,original,domestic-state,unstated,whole,false,162700000,ZAR,ENE 2026 Vote 30 Table 30.16,"regrained in place from R166,900,000","programme has one recordable subprogramme; deal_id unchanged, no retirement"
gha-2026-026-02602,new/2026-01-01-gha-2026-026-02602.md,GHA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,100000000,GHS,Act 1163 Fourth Schedule vote 026 programme 02602,,only wholly-treasury-financed digital programme in the Ghanaian budget
gha-2026-026-02603,new/2026-01-01-gha-2026-026-02603.md,GHA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,591947850,GHS,Act 1163 Fourth Schedule vote 026 programme 02603,,"origin split: GoG 83,007,265 + IGF 508,940,585 recorded; donor GHS 138,000,000 excluded, funder unnamed so fails fact 1"
gha-2026-082,new/2026-01-01-gha-2026-082.md,GHA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,20413271,GHS,Act 1163 Fourth Schedule MDA 082,,single-mandate carve-out at vote grain; 95.1% of it is Management and Administration
gha-2026-009-00903,new/2026-01-01-gha-2026-009-00903.md,GHA,national,2026,appropriated,original,domestic-state,domestic-revenue,partial,false,148820843,GHS,Act 1163 Fourth Schedule vote 009 programme 00903,,"found by hand-search of the vote index, not by keyword"
gha-2024-011-01101-01101004,new/2024-01-01-gha-2024-011-01101-01101004.md,GHA,national,2024,appropriated,original,domestic-state,domestic-revenue,partial,false,80000,GHS,"2024 PBB MLGRD table 1.5, sub-programme 01101004",,figure read off an image table; OCR then verified against the rendered page and cross-footed
gha-2024-011-01109-01109001,new/2024-01-01-gha-2024-011-01109-01109001.md,GHA,national,2024,appropriated,original,domestic-state,domestic-revenue,partial,false,22443365,GHS,"2024 PBB MLGRD table 1.5, sub-programme 01109001",,"GoG 17,487,500 + IGF 4,955,865; 71% compensation of employees"
zwe-2026-23-ii,new/2025-12-29-zwe-2026-23-ii.md,ZWE,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,505225000,ZWG,"Act No. 6 of 2025, Schedule, Vote 23, Programme II",,first ZWE domestic-state record
zwe-2026-23-i,new/2025-12-29-zwe-2026-23-i.md,ZWE,national,2026,appropriated,original,domestic-state,domestic-revenue,partial,false,258292000,ZWG,"Act No. 6 of 2025, Schedule, Vote 23, Programme I",,partial: same ministry carries postal and courier services
zwe-2026-18-ii,new/2025-12-29-zwe-2026-18-ii.md,ZWE,national,2026,appropriated,original,domestic-state,domestic-revenue,partial,false,1470460000,ZWG,"Act No. 6 of 2025, Schedule, Vote 18, Programme II",,identity seam; purpose confirmed by Budget Statement para 581
zwe-2026-18-v,new/2025-12-29-zwe-2026-18-v.md,ZWE,national,2026,appropriated,original,domestic-state,domestic-revenue,partial,false,994652000,ZWG,"Act No. 6 of 2025, Schedule, Vote 18, Programme V",,OBMS named in Budget Statement para 582
zwe-2026-zimra-automation,new/2025-11-27-zwe-2026-zimra-automation.md,ZWE,national,2026,proposed,original,domestic-state,unstated,whole,false,200000000,ZWG,"2026 National Budget Statement, Table 41, p. 187",,no appropriation stage held - the Act carries no ZIMRA line; funding source unstated
moz-2026-52a004041,new/2026-01-01-moz-2026-52a004041.md,MOZ,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,93280160,MZN,PESOE 2026 Mapa E p.9 codigo 52A004041,,INAGE; single-mandate carve-out; no investment line
moz-2026-52a001641,new/2026-01-01-moz-2026-52a001641.md,MOZ,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,73636370,MZN,PESOE 2026 Mapa E p.9 codigo 52A001641,,INTIC; name truncated by the document
moz-2026-52a000141,new/2026-01-01-moz-2026-52a000141.md,MOZ,national,2026,appropriated,original,domestic-state,domestic-revenue,partial,false,111260610,MZN,PESOE 2026 Mapa E p.9 / Mapa H p.2 codigo 52A000141,,"ministry investment 2,637,800,000 MZN is 100% Externo - non-state, funder unnamed, fails fact 1, not built"
moz-2026-27a001141,new/2026-01-01-moz-2026-27a001141.md,MOZ,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,757832010,MZN,PESOE 2026 Mapa E p.4 + Mapa H p.1 codigo 27A001141,,CEDSIF; largest domestically-financed digital line in MOZ; capital 100m all Interno
moz-2026-17a002741,new/2026-01-01-moz-2026-17a002741.md,MOZ,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,230819650,MZN,PESOE 2026 Mapa E p.3 codigo 17A002741,,"DNIC; 11 provincial services add 19,950,060 MZN, stated not recorded"
moz-2026-26a000541,new/2026-01-01-moz-2026-26a000541.md,MOZ,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,211296440,MZN,PESOE 2026 Mapa E p.4 codigo 26A000541,,"INE; 11 provincial delegations add 212,543,130 MZN under a different sector prefix, stated not recorded"
gha-2026-026-02603-02603001,new/2026-01-01-gha-2026-026-02603-02603001.md,GHA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,536745448,GHS,2026 PBB MoCDTI table 1.5 p.6 sub-programme 02603001,gha-2026-026-02603 (retired),"NITA; donor 138,000,000 excluded, funder unnamed; NCA/GIFEC/GDCL have no code"
gha-2026-026-02603-02603002,new/2026-01-01-gha-2026-026-02603-02603002.md,GHA,national,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,17308560,GHS,2026 PBB MoCDTI table 1.5 p.6 sub-programme 02603002,gha-2026-026-02603 (retired),GI-KACE
gha-2026-026-02603-02603003,new/2026-01-01-gha-2026-026-02603-02603003.md,GHA,regulator,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,25346198,GHS,2026 PBB MoCDTI table 1.5 p.6 sub-programme 02603003,gha-2026-026-02603 (retired),Cyber Security Authority; 86% GoG
gha-2026-026-02603-02603004,new/2026-01-01-gha-2026-026-02603-02603004.md,GHA,regulator,2026,appropriated,original,domestic-state,domestic-revenue,whole,false,2827244,GHS,2026 PBB MoCDTI table 1.5 p.6 sub-programme 02603004,gha-2026-026-02603 (retired),Ghana Domain Name Registry; no compensation of employees at all
gha-2026-026-02603-02603005,new/2026-01-01-gha-2026-026-02603-02603005.md,GHA,regulator,2026,appropriated,original,domestic-state,own-source,whole,false,9720400,GHS,2026 PBB MoCDTI table 1.5 p.6 sub-programme 02603005,gha-2026-026-02603 (retired),Data Protection Commission; every GoG column blank
gha-2026-011-01109-01109004,new/2026-01-01-gha-2026-011-01109-01109004.md,GHA,national,2026,appropriated,original,domestic-state,domestic-revenue,partial,false,36454968,GHS,2026 PBB MLGCRA table 1.5 p.6 sub-programme 01109004,,LUSPA/LUPMIS; sub-programme code moved from 01109001 in FY2024
gha-2026-011-01101-01101004,new/2026-01-01-gha-2026-011-01101-01101004.md,GHA,national,2026,appropriated,original,domestic-state,domestic-revenue,partial,false,500000,GHS,2026 PBB MLGCRA table 1.5 p.6 sub-programme 01101004,,"GHS 80,000 in FY2024"
